#go-basic.obo: fmt(1.2) rel(2018-09-19) 47,343 GO Terms
#Study: 441 vs. Population 38747
#
#44 GO IDs in assc. are not found in the GO-DAG: GO:0030806 GO:0001153 GO:0001152 GO:1904720 GO:0001076 GO:0004871 GO:0030820 GO:0031658 GO:0030817 GO:0001191 GO:0001190 GO:0030818 GO:0030819 GO:0030816 GO:0005057 GO:0030814 GO:0030815 GO:0004716 GO:0001087 GO:0000989 GO:0000988 GO:0001026 GO:1904722 GO:0035625 GO:0001007 GO:0006987 GO:0009400 GO:0001129 GO:0030827 GO:0001084 GO:0030825 GO:0030823 GO:0030969 GO:0030804 GO:0030807 GO:0001082 GO:0030803 GO:0030828 GO:0090485 GO:0004702 GO:0000990 GO:0000991 GO:0031659 GO:0098811
# 47% 18,283 of 38,747 population items found in association
# 53%    235 of    441 study items found in association
#100%    441 of    441 study items found in population(38747)
#Calculating 19,793 uncorrected p-values using fisher
#  19,793 GO terms are associated with 18,283 of 38,747 population items
#   4,015 GO terms are associated with    235 of    441 study items
#       9 GO terms found significant (< 0.05=alpha) after multitest correction: local bonferroni
#      10 GO terms found significant (< 0.05=alpha) after multitest correction: local sidak
#       9 GO terms found significant (< 0.05=alpha) after multitest correction: local holm
#      95 GO terms found significant (< 0.05=alpha) after multitest correction: statsmodels fdr_bh
#  1,075 of 19,793 results have uncorrected P-values <= 0.05=pval
#
# Generated by GOATOOLS v0.8.12 (2019-08-09)
# min_ratio=None pval=0.05
GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
....GO:0071869	BP	e	response to catecholamine     	2/441	26/38747	0.0351	6	2	1	1	1	0.754	t32280aep, t32984aep
.....GO:0002446	BP	e	neutrophil mediated immunity  	2/441	26/38747	0.0351	5	2	1	1	1	0.754	t24687aep, t34424aep
.....GO:1903035	BP	e	negative regulation of response to wounding	3/441	63/38747	0.0352	6	3	1	1	1	0.754	t24687aep, t34424aep, t7388aep
......GO:0061062	BP	e	regulation of nematode larval development	3/441	63/38747	0.0352	6	3	1	1	1	0.754	t10028aep, t19259aep, t8946aep
......GO:0009250	BP	e	glucan biosynthetic process   	3/441	63/38747	0.0352	7	3	1	1	1	0.754	t29612aep, t35271aep, t5520aep
..GO:0007154	BP	e	cell communication            	19/441	1026/38747	0.0358	2	19	1	1	1	0.765	t10518aep, t13511aep, t16424aep, t17803aep, t18960aep, t19259aep, t20542aep, t21013aep, t24938aep, t27033aep, t2723aep, t2978aep, t31838aep, t31944aep, t32280aep, t32984aep, t33020aep, t34538aep, t9936aep
......GO:0098655	BP	e	cation transmembrane transport	17/441	890/38747	0.0362	6	17	1	1	1	0.772	t14664aep, t16922aep, t17803aep, t18338aep, t20009aep, t203aep, t2479aep, t24938aep, t25020aep, t27641aep, t3282aep, t36613aep, t37460aep, t526aep, t527aep, t6933aep, t9936aep
.....GO:0002011	BP	e	morphogenesis of an epithelial sheet	3/441	64/38747	0.0366	5	3	1	1	1	0.779	t13546aep, t13547aep, t7326aep
...GO:0051701	BP	e	interaction with host         	4/441	110/38747	0.0373	3	4	1	1	1	0.791	t34475aep, t35573aep, t38672aep, t38673aep
..GO:0048856	BP	e	anatomical structure development	49/441	3227/38747	0.0373	2	49	1	1	1	0.791	t10028aep, t10593aep, t11116aep, t11695aep, t12198aep, t12680aep, t13546aep, t13547aep, t14055aep, t16424aep, t16778aep, t17803aep, t18683aep, t18960aep, t19259aep, t19587aep, t20542aep, t21013aep, t21682aep, t23648aep, t23663aep, t24938aep, t27094aep, t29103aep, t29490aep, t31144aep, t32280aep, t32561aep, t32607aep, t33020aep, t34385aep, t35488aep, t35573aep, t36169aep, t36337aep, t37043aep, t38432aep, t38611aep, t38653aep, t38672aep, t38673aep, t4831aep, t5520aep, t7288aep, t7326aep, t8582aep, t8946aep, t9529aep, t9936aep
.......GO:0043652	BP	e	engulfment of apoptotic cell  	2/441	27/38747	0.0376	7	2	1	1	1	0.794	t21682aep, t34385aep
.....GO:0060760	BP	e	positive regulation of response to cytokine stimulus	2/441	27/38747	0.0376	5	2	1	1	1	0.794	t16424aep, t17178aep
....GO:0042551	BP	e	neuron maturation             	2/441	27/38747	0.0376	4	2	1	1	1	0.794	t22133aep, t37004aep
......GO:0010769	BP	e	regulation of cell morphogenesis involved in differentiation	6/441	216/38747	0.0379	6	6	1	1	1	0.799	t10028aep, t17803aep, t24938aep, t32984aep, t7326aep, t9936aep
.....GO:0055002	BP	e	striated muscle cell development	3/441	65/38747	0.0381	5	3	1	1	1	0.8	t14055aep, t31144aep, t8582aep
.GO:0098743	BP	e	cell aggregation              	3/441	65/38747	0.0381	1	3	1	1	1	0.8	t18960aep, t20542aep, t31144aep
.......GO:0043123	BP	e	positive regulation of I-kappaB kinase/NF-kappaB signaling	3/441	65/38747	0.0381	8	3	1	1	1	0.8	t17178aep, t22133aep, t5403aep
........GO:0035725	BP	e	sodium ion transmembrane transport	4/441	111/38747	0.0383	8	4	1	1	1	0.805	t17803aep, t2479aep, t526aep, t527aep
....GO:0030182	BP	e	neuron differentiation        	5/441	163/38747	0.0392	4	5	1	1	1	0.821	t17803aep, t24938aep, t8582aep, t8946aep, t9936aep
....GO:0043901	BP	e	negative regulation of multi-organism process	4/441	112/38747	0.0394	4	4	1	1	1	0.824	t24687aep, t34424aep, t6387aep, t8946aep
....GO:0007517	BP	e	muscle organ development      	3/441	66/38747	0.0396	4	3	1	1	1	0.825	t14055aep, t34385aep, t36337aep
......GO:0010629	BP	e	negative regulation of gene expression	20/441	1087/38747	0.04	6	20	1	1	1	0.832	t11695aep, t16424aep, t16778aep, t18960aep, t21682aep, t22133aep, t24687aep, t26740aep, t28521aep, t32984aep, t34424aep, t35488aep, t35573aep, t36337aep, t38672aep, t38673aep, t5914aep, t8490aep, t8582aep, t8645aep
.....GO:0071867	BP	e	response to monoamine         	2/441	28/38747	0.0402	5	2	1	1	1	0.832	t32280aep, t32984aep
.....GO:1904019	BP	e	epithelial cell apoptotic process	2/441	28/38747	0.0402	5	2	1	1	1	0.832	t13546aep, t13547aep
...GO:0070050	BP	e	neuron cellular homeostasis   	2/441	28/38747	0.0402	5	2	1	1	1	0.832	t24938aep, t38653aep
....GO:0048707	BP	e	instar larval or pupal morphogenesis	2/441	28/38747	0.0402	4	2	1	1	1	0.832	t14055aep, t16424aep
...GO:0035152	BP	e	regulation of tube architecture, open tracheal system	2/441	28/38747	0.0402	3	2	1	1	1	0.832	t22133aep, t7326aep
.....GO:0060612	BP	e	adipose tissue development    	2/441	28/38747	0.0402	5	2	1	1	1	0.832	t16424aep, t38653aep
...GO:0046677	BP	e	response to antibiotic        	7/441	277/38747	0.0403	3	7	1	1	1	0.832	t18960aep, t20542aep, t35573aep, t36337aep, t38672aep, t38673aep, t5914aep
......GO:0010608	BP	e	posttranscriptional regulation of gene expression	10/441	450/38747	0.0403	6	10	1	1	1	0.832	t18342aep, t18960aep, t21682aep, t35488aep, t35573aep, t38672aep, t38673aep, t5914aep, t8490aep, t8582aep
.....GO:2000377	BP	e	regulation of reactive oxygen species metabolic process	4/441	113/38747	0.0405	5	4	1	1	1	0.835	t20542aep, t21682aep, t34385aep, t35837aep
...GO:0001101	BP	e	response to acid chemical     	9/441	368/38747	0.0406	3	9	1	1	1	0.837	t18960aep, t20542aep, t20662aep, t26772aep, t2978aep, t35573aep, t38672aep, t38673aep, t5914aep
..GO:0042221	BP	e	response to chemical          	36/441	2264/38747	0.0409	2	36	1	1	1	0.843	t12198aep, t14055aep, t16424aep, t16778aep, t17178aep, t17750aep, t18501aep, t18960aep, t19405aep, t203aep, t20542aep, t20662aep, t21013aep, t21682aep, t22133aep, t2368aep, t24687aep, t2479aep, t26772aep, t29490aep, t2978aep, t31838aep, t32280aep, t32984aep, t34424aep, t35573aep, t35837aep, t36337aep, t38672aep, t38673aep, t5068aep, t5403aep, t5914aep, t6933aep, t8582aep, t9936aep
....GO:0006836	BP	e	neurotransmitter transport    	5/441	165/38747	0.041	4	5	1	1	1	0.843	t13546aep, t13547aep, t17803aep, t24938aep, t9936aep
..GO:0033555	BP	e	multicellular organismal response to stress	3/441	67/38747	0.0411	3	3	1	1	1	0.843	t17803aep, t25302aep, t32280aep
....GO:0043113	BP	e	receptor clustering           	3/441	67/38747	0.0411	6	3	1	1	1	0.843	t17803aep, t24938aep, t9936aep
.....GO:0006865	BP	e	amino acid transport          	4/441	114/38747	0.0416	8	4	1	1	1	0.844	t15078aep, t17803aep, t24938aep, t9936aep
....GO:0051099	BP	e	positive regulation of binding	4/441	114/38747	0.0416	4	4	1	1	1	0.844	t12198aep, t17178aep, t32984aep, t8645aep
..GO:0030447	BP	e	filamentous growth            	3/441	68/38747	0.0426	2	3	1	1	1	0.844	t13546aep, t13547aep, t18960aep
.....GO:0048592	BP	e	eye morphogenesis             	3/441	68/38747	0.0426	5	3	1	1	1	0.844	t13546aep, t13547aep, t7326aep
......GO:1903845	BP	e	negative regulation of cellular response to transforming growth factor beta stimulus	3/441	68/38747	0.0426	6	3	1	1	1	0.844	t18338aep, t25020aep, t31144aep
......GO:0090101	BP	e	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	4/441	115/38747	0.0428	7	4	1	1	1	0.844	t18338aep, t25020aep, t31144aep, t4924aep
....GO:0046651	BP	e	lymphocyte proliferation      	2/441	29/38747	0.0429	5	2	1	1	1	0.844	t203aep, t22133aep
....GO:0007520	BP	e	myoblast fusion               	2/441	29/38747	0.0429	5	2	1	1	1	0.844	t13546aep, t13547aep
....GO:0021591	BP	e	ventricular system development	2/441	29/38747	0.0429	4	2	1	1	1	0.844	t33020aep, t8582aep
....GO:0097366	BP	e	response to bronchodilator    	2/441	29/38747	0.0429	4	2	1	1	1	0.844	t17178aep, t32280aep
....GO:0060491	BP	e	regulation of cell projection assembly	5/441	168/38747	0.0437	6	5	1	1	1	0.844	t13546aep, t13547aep, t18960aep, t20542aep, t7326aep
.....GO:0032102	BP	e	negative regulation of response to external stimulus	5/441	168/38747	0.0437	5	5	1	1	1	0.844	t21682aep, t24687aep, t34424aep, t7388aep, t8946aep
.....GO:0030307	BP	e	positive regulation of cell growth	4/441	116/38747	0.0439	6	4	1	1	1	0.844	t13546aep, t13547aep, t2978aep, t38653aep
.....GO:0043039	BP	e	tRNA aminoacylation           	6/441	224/38747	0.0439	9	6	1	1	1	0.844	t14055aep, t25651aep, t26438aep, t32532aep, t33020aep, t7281aep
.......GO:0045069	BP	e	regulation of viral genome replication	3/441	69/38747	0.0442	7	3	1	1	1	0.844	t28521aep, t6387aep, t8582aep
.......GO:0070613	BP	e	regulation of protein processing	3/441	69/38747	0.0442	7	3	1	1	1	0.844	t19259aep, t21682aep, t32984aep
....GO:0016197	BP	e	endosomal transport           	6/441	225/38747	0.0447	5	6	1	1	1	0.844	t11695aep, t13511aep, t13546aep, t13547aep, t22133aep, t7326aep
.........GO:0001994	BP	e	norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure	1/441	4/38747	0.0448	9	1	1	1	1	0.844	      t32280aep
.....GO:0052510	BP	e	positive regulation by organism of defense response of other organism involved in symbiotic interaction	1/441	4/38747	0.0448	7	1	1	1	1	0.844	      t34475aep
....GO:0016057	BP	e	regulation of membrane potential in photoreceptor cell	1/441	4/38747	0.0448	4	1	1	1	1	0.844	      t24938aep
.......GO:0052556	BP	e	positive regulation by symbiont of host immune response	1/441	4/38747	0.0448	9	1	1	1	1	0.844	      t34475aep
......GO:0032733	BP	e	positive regulation of interleukin-10 production	1/441	4/38747	0.0448	6	1	1	1	1	0.844	       t8645aep
.....GO:0030241	BP	e	skeletal muscle myosin thick filament assembly	1/441	4/38747	0.0448	9	1	1	1	1	0.844	      t20542aep
.......GO:0035376	BP	e	sterol import                 	1/441	4/38747	0.0448	7	1	1	1	1	0.844	      t18960aep
.......GO:0052308	BP	e	pathogen-associated molecular pattern dependent modulation by organism of innate immune response in other organism involved in symbiotic interaction	1/441	4/38747	0.0448	9	1	1	1	1	0.844	      t34475aep
.......GO:1905907	BP	e	negative regulation of amyloid fibril formation	1/441	4/38747	0.0448	7	1	1	1	1	0.844	      t36337aep
......GO:2000551	BP	e	regulation of T-helper 2 cell cytokine production	1/441	4/38747	0.0448	9	1	1	1	1	0.844	       t6387aep
......GO:1904000	BP	e	positive regulation of eating behavior	1/441	4/38747	0.0448	6	1	1	1	1	0.844	      t11116aep
......GO:0071233	BP	e	cellular response to leucine  	1/441	4/38747	0.0448	7	1	1	1	1	0.844	       t2978aep
.....GO:1904417	BP	e	positive regulation of xenophagy	1/441	4/38747	0.0448	9	1	1	1	1	0.844	      t22133aep
....GO:1904415	BP	e	regulation of xenophagy       	1/441	4/38747	0.0448	8	1	1	1	1	0.844	      t22133aep
.....GO:1900246	BP	e	positive regulation of RIG-I signaling pathway	1/441	4/38747	0.0448	9	1	1	1	1	0.844	      t35608aep
......GO:0042481	BP	e	regulation of odontogenesis   	1/441	4/38747	0.0448	6	1	1	1	1	0.844	       t8582aep
........GO:0006877	BP	e	cellular cobalt ion homeostasis	1/441	4/38747	0.0448	10	1	1	1	1	0.844	       t6933aep
.........GO:0055068	BP	e	cobalt ion homeostasis        	1/441	4/38747	0.0448	9	1	1	1	1	0.844	       t6933aep
.........GO:0030422	BP	e	production of siRNA involved in RNA interference	1/441	4/38747	0.0448	10	1	1	1	1	0.844	      t30770aep
....GO:0001714	BP	e	endodermal cell fate specification	1/441	4/38747	0.0448	4	1	1	1	1	0.844	      t29103aep
......GO:0052555	BP	e	positive regulation by organism of immune response of other organism involved in symbiotic interaction	1/441	4/38747	0.0448	8	1	1	1	1	0.844	      t34475aep
.....GO:0032656	BP	e	regulation of interleukin-13 production	1/441	4/38747	0.0448	5	1	1	1	1	0.844	       t8645aep
.......GO:0032417	BP	e	positive regulation of sodium:proton antiporter activity	1/441	4/38747	0.0448	11	1	1	1	1	0.844	      t32280aep
.......GO:0034157	BP	e	positive regulation of toll-like receptor 7 signaling pathway	1/441	4/38747	0.0448	9	1	1	1	1	0.844	       t6387aep
......GO:0034155	BP	e	regulation of toll-like receptor 7 signaling pathway	1/441	4/38747	0.0448	8	1	1	1	1	0.844	       t6387aep
.....GO:0007172	BP	e	signal complex assembly       	1/441	4/38747	0.0448	6	1	1	1	1	0.844	       t8946aep
......GO:0035317	BP	e	imaginal disc-derived wing hair organization	1/441	4/38747	0.0448	6	1	1	1	1	0.844	       t7326aep
......GO:0033005	BP	e	positive regulation of mast cell activation	1/441	4/38747	0.0448	7	1	1	1	1	0.844	      t31838aep
.....GO:0090337	BP	e	regulation of formin-nucleated actin cable assembly	1/441	4/38747	0.0448	10	1	1	1	1	0.844	      t30358aep
......GO:0090338	BP	e	positive regulation of formin-nucleated actin cable assembly	1/441	4/38747	0.0448	11	1	1	1	1	0.844	      t30358aep
.......GO:0034165	BP	e	positive regulation of toll-like receptor 9 signaling pathway	1/441	4/38747	0.0448	9	1	1	1	1	0.844	       t6387aep
......GO:0046663	BP	e	dorsal closure, leading edge cell differentiation	1/441	4/38747	0.0448	6	1	1	1	1	0.844	       t7326aep
...GO:0007370	BP	e	ventral furrow formation      	1/441	4/38747	0.0448	3	1	1	1	1	0.844	       t7326aep
......GO:0071324	BP	e	cellular response to disaccharide stimulus	1/441	4/38747	0.0448	6	1	1	1	1	0.844	      t35837aep
......GO:1903054	BP	e	negative regulation of extracellular matrix organization	1/441	4/38747	0.0448	6	1	1	1	1	0.844	      t16424aep
......GO:0052509	BP	e	positive regulation by symbiont of host defense response	1/441	4/38747	0.0448	8	1	1	1	1	0.844	      t34475aep
....GO:0097402	BP	e	neuroblast migration          	1/441	4/38747	0.0448	5	1	1	1	1	0.844	      t10028aep
.....GO:0035810	BP	e	positive regulation of urine volume	1/441	4/38747	0.0448	5	1	1	1	1	0.844	       t2479aep
....GO:0010378	BP	e	temperature compensation of the circadian clock	1/441	4/38747	0.0448	4	1	1	1	1	0.844	      t24246aep
.....GO:0043369	BP	e	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	1/441	4/38747	0.0448	5	1	1	1	1	0.844	       t8645aep
...GO:0000128	BP	e	flocculation                  	1/441	4/38747	0.0448	3	1	1	1	1	0.844	      t31144aep
......GO:0003009	BP	e	skeletal muscle contraction   	1/441	4/38747	0.0448	6	1	1	1	1	0.844	      t20542aep
....GO:0052129	BP	e	negative energy taxis         	1/441	4/38747	0.0448	4	1	1	1	1	0.844	      t24246aep
....GO:0051051	BP	e	negative regulation of transport	7/441	284/38747	0.045	5	7	1	1	1	0.848	t18960aep, t21682aep, t2978aep, t32280aep, t32984aep, t36337aep, t6387aep
......GO:1905475	BP	e	regulation of protein localization to membrane	4/441	117/38747	0.0451	6	4	1	1	1	0.849	t13546aep, t13547aep, t24687aep, t34424aep
....GO:0043331	BP	e	response to dsRNA             	2/441	30/38747	0.0456	5	2	1	1	1	0.855	t35573aep, t8582aep
.........GO:0070509	BP	e	calcium ion import            	2/441	30/38747	0.0456	9	2	1	1	1	0.855	t17803aep, t9936aep
...GO:0042048	BP	e	olfactory behavior            	2/441	30/38747	0.0456	3	2	1	1	1	0.855	t17803aep, t526aep
..GO:0001775	BP	e	cell activation               	9/441	386/38747	0.0457	2	9	1	1	1	0.855	t17956aep, t203aep, t20542aep, t22133aep, t31838aep, t32984aep, t38611aep, t6387aep, t8645aep
...GO:0006342	BP	e	chromatin silencing           	3/441	70/38747	0.0458	11	3	1	1	1	0.857	t35573aep, t5914aep, t8582aep
....GO:1901701	BP	e	cellular response to oxygen-containing compound	12/441	584/38747	0.0462	4	12	1	1	1	0.863	t14055aep, t17178aep, t18960aep, t21682aep, t24687aep, t26772aep, t2978aep, t32280aep, t32984aep, t34424aep, t35837aep, t9936aep
.....GO:2000147	BP	e	positive regulation of cell motility	7/441	286/38747	0.0464	6	7	1	1	1	0.867	t10028aep, t12198aep, t21682aep, t24687aep, t34424aep, t35146aep, t35488aep
........GO:0042327	BP	e	positive regulation of phosphorylation	12/441	587/38747	0.0471	8	12	1	1	1	0.879	t12198aep, t17178aep, t18960aep, t20542aep, t21682aep, t22133aep, t29320aep, t2978aep, t32280aep, t32984aep, t3924aep, t8946aep
.....GO:0006464	BP	e	cellular protein modification process	67/441	4681/38747	0.0472	6	67	1	1	1	0.879	t10593aep, t11116aep, t13511aep, t13546aep, t13547aep, t14055aep, t14426aep, t15851aep, t17178aep, t17803aep, t17956aep, t18960aep, t19259aep, t19405aep, t203aep, t20542aep, t20662aep, t20852aep, t21013aep, t21682aep, t22133aep, t24246aep, t24687aep, t25302aep, t25651aep, t2654aep, t26772aep, t27033aep, t27538aep, t27839aep, t28151aep, t28206aep, t28521aep, t29320aep, t29674aep, t29764aep, t30054aep, t30176aep, t3141aep, t31503aep, t31813aep, t31838aep, t31997aep, t3227aep, t32984aep, t33022aep, t33111aep, t34424aep, t34475aep, t35271aep, t35590aep, t35592aep, t37004aep, t37460aep, t38432aep, t38611aep, t3924aep, t514aep, t515aep, t5403aep, t6387aep, t6933aep, t7281aep, t8142aep, t8645aep, t8946aep, t9936aep
....GO:0051241	BP	e	negative regulation of multicellular organismal process	14/441	714/38747	0.0473	4	14	1	1	1	0.881	t14055aep, t21682aep, t22133aep, t2368aep, t24687aep, t32984aep, t33020aep, t34385aep, t34424aep, t34609aep, t35271aep, t7388aep, t8582aep, t8946aep
.......GO:0043524	BP	e	negative regulation of neuron apoptotic process	3/441	71/38747	0.0474	8	3	1	1	1	0.881	t17803aep, t24938aep, t9936aep
....GO:0051216	BP	e	cartilage development         	3/441	71/38747	0.0474	4	3	1	1	1	0.881	t21682aep, t33020aep, t8582aep
....GO:0002685	BP	e	regulation of leukocyte migration	3/441	71/38747	0.0474	7	3	1	1	1	0.881	t21682aep, t24687aep, t34424aep
.......GO:1903963	BP	e	arachidonate transport        	2/441	31/38747	0.0484	11	2	1	1	1	0.894	t32280aep, t8222aep
..GO:0070661	BP	e	leukocyte proliferation       	2/441	31/38747	0.0484	2	2	1	1	1	0.894	t203aep, t22133aep
...GO:0032943	BP	e	mononuclear cell proliferation	2/441	31/38747	0.0484	3	2	1	1	1	0.894	t203aep, t22133aep
...GO:0008360	BP	e	regulation of cell shape      	4/441	120/38747	0.0487	6	4	1	1	1	0.898	t13546aep, t13547aep, t30358aep, t7326aep
....GO:0051050	BP	e	positive regulation of transport	12/441	594/38747	0.0495	5	12	1	1	1	0.911	t12198aep, t13511aep, t19587aep, t20542aep, t24687aep, t24938aep, t29103aep, t30358aep, t31838aep, t32280aep, t32984aep, t34424aep
....GO:0046486	BP	p	glycerolipid metabolic process	0/441	496/38747	0.00821	5	0	1	1	1	0.366	               
....GO:0010467	BP	p	gene expression               	2/441	794/38747	0.0103	4	2	1	1	1	0.41	t32561aep, t3924aep
.....GO:0006650	BP	p	glycerophospholipid metabolic process	0/441	441/38747	0.0113	6	0	1	1	1	0.41	               
...GO:0044283	BP	p	small molecule biosynthetic process	3/441	919/38747	0.0114	3	3	1	1	1	0.412	t24934aep, t26772aep, t29730aep
......GO:0032787	BP	p	monocarboxylic acid metabolic process	1/441	555/38747	0.0244	6	1	1	1	1	0.629	      t29730aep
..GO:0055114	BP	p	oxidation-reduction process   	18/441	2601/38747	0.027	2	18	1	1	1	0.681	t16182aep, t203aep, t25651aep, t25683aep, t26740aep, t26772aep, t29320aep, t29490aep, t31144aep, t32607aep, t33020aep, t34424aep, t34847aep, t35271aep, t37004aep, t5068aep, t6933aep, t7326aep
....GO:1901566	BP	p	organonitrogen compound biosynthetic process	13/441	2021/38747	0.0305	4	13	1	1	1	0.732	t16922aep, t18960aep, t20009aep, t24687aep, t27641aep, t29490aep, t29730aep, t34424aep, t35573aep, t38432aep, t3924aep, t7288aep, t8645aep
.....GO:0046394	BP	p	carboxylic acid biosynthetic process	1/441	523/38747	0.0348	6	1	1	1	1	0.754	      t29730aep
....GO:0016053	BP	p	organic acid biosynthetic process	1/441	534/38747	0.0358	4	1	1	1	1	0.765	      t29730aep
.....GO:0060271	BP	p	cilium assembly               	0/441	342/38747	0.0368	6	0	1	1	1	0.782	               
....GO:0044782	BP	p	cilium organization           	0/441	361/38747	0.0392	5	0	1	1	1	0.821	               
....GO:0005891	CC	e	voltage-gated calcium channel complex	8/441	53/38747	1.5e-07	7	8	0.00296	0.00289	0.00296	0.00296	t17803aep, t18338aep, t24938aep, t25020aep, t36613aep, t526aep, t527aep, t9936aep
......GO:0034704	CC	e	calcium channel complex       	8/441	66/38747	8.52e-07	6	8	0.0169	0.0164	0.0169	0.00426	t17803aep, t18338aep, t24938aep, t25020aep, t36613aep, t526aep, t527aep, t9936aep
..GO:0044459	CC	e	plasma membrane part          	39/441	1621/38747	1.92e-05	2	39	0.381	0.371	0.38	0.0144	t11695aep, t12198aep, t13511aep, t13546aep, t13547aep, t14664aep, t16424aep, t17178aep, t17750aep, t17803aep, t18338aep, t18683aep, t20542aep, t21013aep, t21682aep, t2368aep, t24687aep, t24938aep, t25020aep, t25651aep, t2654aep, t29103aep, t29764aep, t31838aep, t32280aep, t32984aep, t33227aep, t34385aep, t34424aep, t34609aep, t36613aep, t37405aep, t37460aep, t526aep, t527aep, t5403aep, t7326aep, t7388aep, t9936aep
.GO:0044456	CC	e	synapse part                  	18/441	517/38747	3.3e-05	1	18	0.654	0.637	0.653	0.0192	t13511aep, t13546aep, t13547aep, t16778aep, t17803aep, t18338aep, t18683aep, t24938aep, t25020aep, t31838aep, t32280aep, t32984aep, t34385aep, t34609aep, t37004aep, t37405aep, t7288aep, t9936aep
.....GO:0034703	CC	e	cation channel complex        	11/441	226/38747	6.33e-05	5	11	1	1	1	0.0267	t14664aep, t17803aep, t18338aep, t24246aep, t24938aep, t25020aep, t36613aep, t37460aep, t526aep, t527aep, t9936aep
..GO:0097458	CC	e	neuron part                   	28/441	1164/38747	0.000214	2	28	1	1	1	0.047	t13546aep, t13547aep, t14055aep, t16424aep, t16778aep, t17803aep, t18338aep, t18683aep, t19259aep, t20542aep, t2368aep, t24938aep, t25020aep, t29764aep, t2978aep, t31838aep, t32280aep, t32984aep, t34385aep, t34609aep, t35488aep, t37004aep, t37405aep, t527aep, t7288aep, t8582aep, t8946aep, t9936aep
